"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"01003";"ARAHAL";"37.2680810";"-5.5485140";"C/ Virgen de los Dolores, S/N";"41600";"ARAHAL";"SEVILLA";"ESPAÑA";"NO";"NO";""
"01005";"MARCHENA";"37.3342820";"-5.4255190";"Avda. Maestro Santos Rúano, 8";"41620";"MARCHENA";"SEVILLA";"ESPAÑA";"NO";"NO";""
"01007";"OSUNA";"37.2338990";"-5.1150260";"Avda. Estación Ferrocarril, S/N";"41640";"OSUNA";"SEVILLA";"ESPAÑA";"NO";"NO";""
"01009";"PEDRERA";"37.2223960";"-4.8935190";"C/ Manuel Aranda, 3";"41566";"PEDRERA";"SEVILLA";"ESPAÑA";"NO";"NO";""
"02002";"PUENTE GENIL-HERRERA";"37.3579000";"-4.8216380";"Ctra. A-318 - Km. 9 - Entre los Pueblos de Puente Genil (Cordoba) y Herrera (Sevilla)";"14500";"PUENTE GENIL";"CÓRDOBA";"ESPAÑA";"NO";"NO";"PTE G"
"02003";"ANTEQUERA-SANTA ANA";"37.0698810";"-4.7190140";"Ctra. Ma - 5406 - Estación Ferrocarril, S/N";"29540";"ANTEQUERA";"MÁLAGA";"ESPAÑA";"NO";"NO";"ANTEQ"
"02030";"ANTEQUERA AV";"37.0334437";"-4.5612901";"Ctra A-7281 Antigua Carretera de Córdoba S/N";"29200";"ANTEQUERA";"MÁLAGA";"ESPAÑA";"NO";"NO";"ANTEQ"
"03001";"MENGÍBAR-ARTICHUELA";"37.9782190";"-3.8033080";"C/ Camino Estación Ferrocarril, S/N";"23620";"MENGÍBAR";"JAÉN";"ESPAÑA";"NO";"NO";""
"03100";"JAÉN";"37.7798270";"-3.7907980";"Pla. de Jaen Por la Paz, 1";"23007";"JAÉN";"JAÉN";"ESPAÑA";"NO";"NO";""
"03208";"CUENCA-FERNANDO ZÓBEL";"40.0351920";"-2.1444100";"Avda. Cerro de la Estrella, S/N --- N-320 - Circunvalacion de Cuenca";"16004";"CUENCA";"CUENCA";"ESPAÑA";"NO";"NO";"CUENC"
"03213";"REQUENA-UTIEL";"39.5198340";"-1.1276010";"Autovia A3 - Salida 285";"46340";"REQUENA";"VALENCIA/VALÈNCIA";"ESPAÑA";"NO";"NO";""
"03216";"VALÈNCIA-JOAQUÍN SOROLLA";"39.4590510";"-0.3829230";"C/ San Vicente Martir, 171";"46007";"VALENCIA";"VALENCIA/VALÈNCIA";"ESPAÑA";"SI";"NO";"VALEN"
"03309";"VILLENA ALTA VELOCIDAD";"38.5853020";"-0.8732950";"Partida de San Juan, 182";"03400";"VILLENA";"ALICANTE/ALACANT";"ESPAÑA";"SI";"NO";""
"03410";"ELCHE/ELX AV";"38.2455100";"-0.7667500";"Camí de Mallorca, S/N --- (Partida de Matola, Polígono 1, - 144 - Matola 1144)";"03006";"ELCHE/ELX";"ALICANTE/ALACANT";"ESPAÑA";"SI";"NO";""
"03412";"CALLOSA DE SEGURA-COX";"38.1227708";"-0.8745727";"Camino Azarbe de Simón, S/N  -- Estación de Alta Velocidad - Cox";"03360";"CALLOSA DE SEGURA";"ALICANTE/ALACANT";"ESPAÑA";"SI";"NO";""
"04007";"GUADALAJARA-YEBES";"40.5873150";"-3.1243010";"Ctra. N - 320 --- Sacedon-Cuenca, Km 268";"19000";"YEBES";"GUADALAJARA";"ESPAÑA";"NO";"NO";"GUADA"
"04040";"ZARAGOZA DELICIAS";"41.6586576";"-0.9112693";"C/ Rioja, 33";"50011";"ZARAGOZA";"ZARAGOZA";"ESPAÑA";"SI";"NO";"ZARAG"
"04104";"CAMP DE TARRAGONA";"41.1920660";"1.27266600";"C/ Mas L'Hereuet, S/N";"43765";"TARRAGONA";"TARRAGONA";"ESPAÑA";"SI";"NO";"TARRA"
"04307";"FIGUERES-VILAFANT";"42.2647710";"2.94354700";"Avda. Puig Grau, S/N";"17740";"VILAFANT";"GIRONA";"ESPAÑA";"NO";"NO";""
"05000";"GRANADA";"37.1840380";"-3.6091540";"Avda. de los Andaluces, S/N";"18014";"GRANADA";"GRANADA";"ESPAÑA";"NO";"NO";""
"05012";"LOJA";"37.1753720";"-4.1348410";"C/ Fuente Don Pedro, S/N";"18300";"LOJA";"GRANADA";"ESPAÑA";"NO";"NO";""
"05102";"SAN XOÁN";"43.4945654";"-8.2142733";"Estrada San Xoan, S/N";"15404";"FERROL";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05103";"SANTA ICÍA";"43.4997707";"-8.1999226";"Rúa Estación Ferrocarril, 2";"15570";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05104";"VIRXE DO MAR";"43.4965254";"-8.2048752";"Rúa de Ponte Das Cabras , S/N";"15570";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05105";"PIÑEIROS";"43.5094830";"-8.1839923";"Rúa Cerrallon de Arriba, S/N";"15572";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05106";"O PONTO";"43.5147757";"-8.1777808";"Rúa Maria Soliña, 13";"15572";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05107";"XUVIA";"43.5171911";"-8.1612820";"Estrada de Castela  835- Xuvia-Naron";"15570";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05108";"O ALTO DO CASTIÑEIRO";"43.5031794";"-8.1955484";"Rúa Torre, S/N";"15570";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05109";"FERRERÍAS";"43.5280178";"-8.1504359";"Camiño Do Apeadoiro Prados, S/N";"15570";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05111";"SEDES";"43.5426113";"-8.1401903";"Ctra. Ag-64 - Estación Ferrocarril, S/N";"15570";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05113";"PEDROSO DE NARÓN";"43.5367071";"-8.1091931";"C/ Aldea Mosteiro, 4";"15597";"NARÓN";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05115";"SAN SADURNIÑO";"43.5460838";"-8.0781099";"Calle Orxás 6, San Sadurniño (A Coruña)";"15560";"SAN SADURNIÑO";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05117";"LAMAS";"43.5473064";"-8.0490166";"Ctra. Ac - 862 --- Estación Ferrocarril, S/N";"15562";"SAN SADURNIÑO";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05119";"APALLA";"43.5504570";"-8.0186188";"C/ Estación Ferrocarril, S/N";"15563";"SAN SADURNIÑO";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05121";"MOECHE";"43.5621320";"-8.0027572";"Ctra. Cp-4901 - Estación Ferrocarril, S/N";"15563";"MOECHE";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05123";"LABACENGOS";"43.5652707";"-7.9801882";"Ctra. Dp - 4902 --- Estación Ferrocarril, S/N";"15564";"MOECHE";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05125";"ENTRAMBARRÍAS";"43.5770633";"-7.9542644";"C/ Estación Ferrocarril, S/N";"15564";"MOECHE";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05127";"CERDIDO";"43.5873426";"-7.9343099";"Lugar de Sanxio-Cerdido (Moeche)";"15563";"CERDIDO";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05129";"A CUQUEIRA";"43.6078292";"-7.9219389";"C/ Estación Ferrocarril, S/N";"15569";"CERDIDO";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05131";"SANTA MARÍA DE MERA";"43.6409288";"-7.9161904";"Ctra. Ac-862 - Estación Ferrocarril, S/N";"15349";"ORTIGUEIRA";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05133";"PONTE MERA";"43.6660380";"-7.9026205";"Ctra. Ac-862 - Estación Ferrocarril, S/N";"15340";"ORTIGUEIRA";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05135";"SAN CLODIO";"43.6609443";"-7.8734780";"Ctra. Ac-862 - Estación Ferrocarril, S/N";"15368";"RIBAS DE SIL";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05137";"SENRA";"43.6687930";"-7.8545534";"Ctra. Ac-862 - Estación Ferrocarril, S/N";"15368";"ORTIGUEIRA";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05139";"ORTIGUEIRA";"43.6862217";"-7.8495738";"C/ Juan Luis Pia Martinez- Ortigueira";"15330";"ORTIGUEIRA";"CORUÑA, A";"ESPAÑA";"SI";"SI";""
"05141";"ESPASANTE";"43.70888  ";"-7.804897 ";"Ctra. Ac - 862 --- Estación Ferrocarril, S/N";"15339";"ORTIGUEIRA";"CORUÑA, A";"ESPAÑA";"NO";"SI";""
"05143";"LOIBA";"43.7303930";"-7.7500440";"Ctra. Cp - 6104 --- Estación Ferrocarril, S/N";"15339";"ORTIGUEIRA";"CORUÑA, A";"ESPAÑA";"NO";"SI";""
"05145";"O BARQUEIRO";"43.735649 ";"-7.70288  ";"Ctra. Estación Ferrocarril, 6";"15337";"MAÑÓN";"CORUÑA, A";"ESPAÑA";"NO";"SI";""
"05147";"O VICEDO";"43.7310260";"-7.6732150";"Rúa Deputacion - Camiño Sacido, S/N";"27860";"VICEDO (O)";"LUGO";"ESPAÑA";"NO";"SI";""
"05149";"MOSENDE";"43.706194 ";"-7.635477 ";"Ctra. A Fraderia, S/N";"27861";"VICEDO (O)";"LUGO";"ESPAÑA";"NO";"SI";""
"05151";"FOLGUEIRO";"43.692766 ";"-7.635048 ";"Ctra. Lu - 862 --- Estación Ferrocarril, S/N";"27860";"VICEDO (O)";"LUGO";"ESPAÑA";"NO";"SI";""
"05153";"COVAS DE VIVEIRO";"43.670275 ";"-7.614613 ";"Camino Escolar Estación Ferrocarril, S/N";"27861";"VIVEIRO";"LUGO";"ESPAÑA";"NO";"SI";""
"05155";"VIVEIRO";"43.6569   ";"-7.60033  ";"Barrio Verxeles  S/N -Viveiro";"27869";"VIVEIRO";"LUGO";"ESPAÑA";"NO";"SI";""
"05156";"VIVEIRO APEADERO";"43.6614350";"-7.5945320";"Camiño Altamira, 2";"27869";"VIVEIRO";"LUGO";"ESPAÑA";"NO";"SI";""
"05157";"XUANCES";"43.687991 ";"-7.553904 ";"Camiño O Cruzeiro - Estación Ferrocarril, S/N";"27877";"XOVE";"LUGO";"ESPAÑA";"NO";"SI";""
"05159";"XOVE POBO";"43.683567 ";"-7.510921 ";"Camino Apeadero, S/N";"27878";"XOVE";"LUGO";"ESPAÑA";"NO";"SI";""
"05161";"XOVE";"43.681138 ";"-7.495251 ";"Ctra.   Lu-862 Km.96/600 - Xove";"27878";"XOVE";"LUGO";"ESPAÑA";"NO";"SI";""
"05163";"LAGO";"43.687108 ";"-7.481942 ";"Ctra. Lu - 2602 --- Estación Ferrocarril, S/N";"27878";"XOVE";"LUGO";"ESPAÑA";"NO";"SI";""
"05165";"BIDUEIROS";"43.696712 ";"-7.468843 ";"Camino Monte Galis, S/N";"27890";"CERVO";"LUGO";"ESPAÑA";"NO";"SI";""
"05167";"SAN CIBRAO";"43.692319 ";"-7.44177  ";"Ctra. Lu-P-1510 - Estación Ferrocarril, S/N";"27890";"CERVO";"LUGO";"ESPAÑA";"NO";"SI";""
"05169";"MADEIRO";"43.686219 ";"-7.412863 ";"Ctra. Lu - P -1510 --- Estación Ferrocarril, S/N";"27891";"CERVO";"LUGO";"ESPAÑA";"NO";"SI";""
"05171";"BURELA";"43.660607 ";"-7.361183 ";"C/ Rúa la Estación, S/N";"27880";"BURELA";"LUGO";"ESPAÑA";"NO";"SI";""
"05173";"CANGAS DE FOZ";"43.626106 ";"-7.333309 ";"Camino Alamparte, S/N";"27892";"FOZ";"LUGO";"ESPAÑA";"NO";"SI";""
"05175";"NOIS";"43.610309 ";"-7.312222 ";"Ctra. N-642 - Estación Ferrocarril, S/N";"27893";"FOZ";"LUGO";"ESPAÑA";"NO";"SI";""
"05177";"FAZOURO";"43.600457 ";"-7.299843 ";"Ctra. Xeneral Fazouro, 4";"27789";"FOZ";"LUGO";"ESPAÑA";"NO";"SI";""
"05179";"MARZÁN";"43.57475  ";"-7.26936  ";"Rúa Pena Parda, S/N";"27787";"FOZ";"LUGO";"ESPAÑA";"NO";"SI";""
"05181";"FOZ";"43.560886 ";"-7.272235 ";"Ctra. Xeral Pedreira - Rúa Xoiña, S/N";"27788";"FOZ";"LUGO";"ESPAÑA";"NO";"SI";""
"05183";"BARREIROS";"43.5473660";"-7.2252870";"Ctra. Remior, S/N";"27792";"BARREIROS";"LUGO";"ESPAÑA";"NO";"SI";""
"05185";"REINANTE";"43.5498700";"-7.1743150";"Ctra. Lu-P-0604 - Estación Ferrocarril, S/N";"27794";"BARREIROS";"LUGO";"ESPAÑA";"NO";"SI";""
"05187";"ESTEIRO";"43.551697 ";"-7.146099 ";"Ctra. Lu - P - 0610 ---- Estación Ferrocarril, S/N";"27795";"RIBADEO";"LUGO";"ESPAÑA";"NO";"SI";""
"05189";"OS CASTROS";"43.55157  ";"-7.130895 ";"Ctra. Lu-P-5208 - Estación Ferrocarril, S/N";"27795";"RIBADEO";"LUGO";"ESPAÑA";"NO";"SI";""
"05191";"RINLO";"43.549761 ";"-7.108645 ";"Ctra. Lu-141 - Estación Ferrocarril, S/N";"27797";"RIBADEO";"LUGO";"ESPAÑA";"NO";"SI";""
"05193";"RIBADEO";"43.53607  ";"-7.055572 ";"Rua Paco Lanza 9, Ribadeo (Lugo)";"27700";"RIBADEO";"LUGO";"ESPAÑA";"NO";"SI";""
"05197";"VEGADEO PUEBLO";"43.479667 ";"-7.057327 ";"Ctra. Cp-52-05 - Estación Ferrocarril, S/N";"33770";"VEGADEO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05199";"VILAVEDELLE";"43.4905020";"-7.0383530";"Ctra. N-640 - Estación Ferrocarril, S/N";"33778";"CASTROPOL";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05239";"SANTIANES";"43.5037990";"-6.0918391";"C/ Lugar Santianes, 49";"33129";"PRAVIA";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05241";"LOS CABOS";"43.5124147";"-6.0974746";"Ctra. As - 224 --- Estación Ferrocarril, S/N";"33129";"PRAVIA";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05243";"MUROS DEL NALÓN";"43.5429728";"-6.1110718";"C/ Francisco Cabal -Muros de Nalon";"33138";"MUROS DE NALÓN";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05244";"EL PITO PIÑERA";"43.5469091";"-6.1433417";"Ctra. N - 632 --- Estación Ferrocarril, S/N";"33159";"CUDILLERO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05245";"CUDILLERO";"43.5509259";"-6.1519305";"C/ San Juan de Piñera,  S/N";"33159";"CUDILLERO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05247";"VILLADEMAR";"43.557065 ";"-6.155477 ";"Ctra. Cu-1 - Estación Ferrocarril, S/N";"33159";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05249";"LA MAGDALENA";"43.559309 ";"-6.184922 ";"Ctra. N - 632a --- Estación Ferrocarril, S/N";"33155";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05251";"SAN MARTÍN DE LUIÑA";"43.5447530";"-6.2287020";"Ctra. As-222 - Estación Ferrocarril, S/N";"33155";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05253";"SAN COSME";"43.544069 ";"-6.248091 ";"Ctra. As-222 - Estación Ferrocarril, S/N";"33155";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05255";"SOTO DE LUIÑA";"43.559635 ";"-6.234369 ";"Ctra. Cu-7, Estación de Ferrocarril S/N, Cudillero (Asturias)";"33156";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05257";"VALDREDO";"43.56638  ";"-6.263234 ";"C/ Estación Ferrocarril S/N";"33157";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05259";"NOVELLANA";"43.557795 ";"-6.289593 ";"Ctra. N-632 - Estación Ferrocarril, S/N";"33157";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05261";"SANTA MARINA";"43.552674 ";"-6.305181 ";"Ctra. N-632 - Estación Ferrocarril, S/N";"33158";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05263";"BALLOTA";"43.5507160";"-6.3228120";"Ctra. N - 632 --- Estación Ferrocarril, S/N";"33158";"CUDILLERO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05265";"TABLIZO";"43.5472530";"-6.3512250";"Ctra. N-632a - Estación Ferrocarril, S/N";"33780";"VALDÉS";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05267";"CADAVEDO";"43.542952 ";"-6.391612 ";"Ctra. As - 268 --- Estación Ferrocarril, S/N";"33788";"VALDÉS";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05269";"SAN CRISTÓBAL";"43.547225 ";"-6.415264 ";"Ctra. San Cristobal - Quintana - Estación Ferrocarril, S/N";"33789";"VALDÉS";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05271";"CANERO";"43.541913 ";"-6.445878 ";"Ctra. N - 632a --- Estación Ferrocarril, S/N";"33787";"VALDÉS";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05273";"BARCIA";"43.546813 ";"-6.50828  ";"C/ Estación Ferrocarril S/N";"33787";"VALDÉS";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05275";"LUARCA";"43.537949 ";"-6.536617 ";"Avda. de la Estación, S/N";"33700";"VALDÉS";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05277";"OTUR";"43.540541 ";"-6.593562 ";"Ctra. N-634, Km. 511 - Estación Ferrocarril, S/N";"33792";"VALDÉS";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05279";"VILLAPEDRE";"43.546723 ";"-6.64587  ";"Ctra. Nv-2 - Estación Ferrocarril, S/N";"33793";"NAVIA";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05281";"PIÑERA-VILLAORIL";"43.535685 ";"-6.685414 ";"Ctra. Nv-5 - Estación Ferrocarril, S/N";"33719";"NAVIA";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05283";"NAVIA";"43.536802 ";"-6.719425 ";"C/ Manuel Suarez  S/N -Navia";"33710";"NAVIA";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05285";"MEDAL";"43.545692 ";"-6.752994 ";"Ctra. Cñ-6 - Estación Ferrocarril, S/N";"33719";"COAÑA";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05287";"LOZA";"43.551254 ";"-6.771675 ";"Ctra. Cñ - 6 --- Estación Ferrocarril, S/N";"33719";"COAÑA";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05289";"CARTAVIO";"43.550714 ";"-6.789622 ";"Ctra. Cñ - 6 --- Estación Ferrocarril, S/N";"33719";"COAÑA";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05291";"LA CARIDAD";"43.547074 ";"-6.827541 ";"Ctra. N - 634 --- Estación Ferrocarril, S/N";"33746";"FRANCO (EL)";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05293";"TAPIA";"43.535026 ";"-6.909329 ";"Ctra. As-31 - Estación Ferocarril, S/N";"33747";"TAPIA DE CASARIEGO";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05295";"TOL";"43.527204 ";"-6.952128 ";"Ctra. As-32 - Estación Ferocarril, S/N";"33794";"CASTROPOL";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05297";"LAS CAMPAS DE CASTROPOL";"43.5202979";"-6.9771022";"Ctra. de la Estación, S/N";"33768";"CASTROPOL";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05299";"CASTROPOL";"43.5095861";"-7.0147697";"Ctra. N - 640 --- Estación Ferrocarril, S/N";"33769";"CASTROPOL";"ASTURIAS";"ESPAÑA";"NO";"SI";""
"05300";"VALLOBÍN";"43.3652306";"-5.8647984";"Pza. Angel Gonzalez, S/N";"33012";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05301";"ARGAÑOSA-LAVAPIÉS";"43.3658311";"-5.8700180";"C/ Favila, S/N";"33013";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05302";"LAS CAMPAS";"43.3638889";"-5.8833728";"C/ Proaza, S/N";"33012";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05303";"LAS MAZAS";"43.3587192";"-5.8975568";"Ctra. A - 232 --- Estación Ferrocarril, S/N";"00000";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05304";"SAN CLAUDIO";"43.3553535";"-5.9178091";"C/ la Estación  S/N san Claudio  (Oviedo)";"33191";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05306";"SAN PEDRO DE NORA";"43.3687481";"-5.9585951";"Ctra. A-233 - Estación Ferrocarril, S/N";"33119";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05308";"SOTO UDRIÓN";"43.3564364";"-5.9650157";"Ctra. N-634 - Estación Ferrocarril, S/N";"33119";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05311";"TRUBIA";"43.3485700";"-5.9677756";"C/ Suarez  Inclan  S/N-Trubia (Oviedo)";"33119";"OVIEDO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05313";"SANTA MARÍA DE GRADO";"43.3842274";"-5.9827075";"Estación Ferrocarril S/N, Santa María de Grado (Asturias)";"33892";"GRADO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05315";"VEGA DE ANZO";"43.3893300";"-6.0056834";"Ctra. de Vega de Amzo A Valduno";"33190";"GRADO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05316";"PEÑAFLOR DE GRADO";"43.4029267";"-6.0453921";"Ctra. N-634 - Estación Ferrocarril, S/N";"33829";"GRADO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05317";"GRADO";"43.3945424";"-6.0637254";"C/ Jove y Valdes, S/N";"33828";"GRADO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05319";"SANDICHE";"43.4256226";"-6.0599341";"Ctra. As-237 - Estación Ferrocarril, S/N";"33829";"CANDAMO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05320";"ACES";"43.4399142";"-6.0657983";"Ctra. Cd -2 - Estación Ferrocarril, S/N";"33828";"CANDAMO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05321";"SAN ROMÁN";"43.4488839";"-6.0771641";"Ctra. General  Nº 9- San Roman de Candamo";"00000";"CANDAMO";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05323";"BEIFAR";"43.4701379";"-6.0988707";"Ctra. As -236 --- Estación Ferrocarril, S/N";"33129";"PRAVIA";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05325";"PRAVIA";"43.4908983";"-6.1105373";"C/ Suarez Pazos  S/N-Pravia";"33120";"PRAVIA";"ASTURIAS";"ESPAÑA";"SI";"SI";""
"05451";"BILBAO LA CONCORDIA";"43.2601901";"-2.9263839";"C/ Bailen, 2";"48003";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05455";"BASURTO HOSPITAL";"43.2597699";"-2.9538267";"Benta Estrata 2, Bilbo (Bizkaia)";"48013";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05457";"ZORROTZA ZORROZGOITI";"43.2740398";"-2.9740116";"Ctra. Zorrotza A Kastrejana  S/N zorrotza (Bilbao)";"48013";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05459";"SANTA ÁGUEDA";"43.2618570";"-2.9730218";"Ezkerribai Estrata, S/N";"48013";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05460";"KASTREXANA";"43.2554758";"-2.9721445";"Ctra. Bi - 3742 --- Zorrotza Kastrexana Errepidea";"48013";"BILBAO";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05461";"IRAUREGUI";"43.2484180";"-2.9900734";"C/ Bazteita, 2";"48810";"ALONSOTEGI";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05463";"ZARAMILLO";"43.2332894";"-3.0159040";"Geltoki Bidea  S/N zaramillo ( Güeñes)";"48820";"GÜEÑES";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05465";"LA QUADRA";"43.2227230";"-3.0249848";"C/ Askatasuna Kalea, 21";"48820";"GÜEÑES";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05467";"SODUPE";"43.2020301";"-3.0505170";"C/ Urrestieta Nº 10 sodupe ( Güeñes)";"48830";"GÜEÑES";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05469";"ARTXUBE";"43.2009930";"-3.0715031";"C/ Artxube Kalea, 2";"48840";"GÜEÑES";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05470";"LAMBARRI";"43.2060733";"-3.0825107";"C/ Lambarri Kalea, S/N --- Ctra. Bi - 3651 --- Estación Ferrocarril, S/N";"48840";"GÜEÑES";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05471";"GÜEÑES";"43.2090276";"-3.0952113";"C/ Enkarterri Kalea, S/N";"48840";"GÜEÑES";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05473";"ARANGUREN";"43.2104561";"-3.1083990";"Camino Estación, 1";"48850";"ZALLA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05474";"ARANGUREN-APEADERO";"43.2103517";"-3.1140505";"C/ Nicolas Maria Urgoiti Kalea - Autonomia Pla., S/N";"48860";"ZALLA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05475";"ZALLA";"43.2129096";"-3.1333368";"Doctor Andres Aya Goñi Kalea, S/N";"48860";"ZALLA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05477";"COLEGIO";"43.2112674";"-3.1381409";"C/ Etorbidea Lehendakari Jose Antonio Agirre, 17";"48860";"ZALLA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05479";"IBARRA";"43.2039590";"-3.1448388";"C/ Gobeo Auzoa, 14";"48860";"ZALLA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05481";"LA HERRERA";"43.2034521";"-3.1705687";"V/ Ijalde Auzoa, 9";"48860";"ZALLA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05483";"BALMASEDA";"43.1963551";"-3.1899562";"C/  la Estación, 3";"48800";"BALMASEDA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05484";"MIMETIZ";"43.2158138";"-3.1312555";"Avda. Sabino Arana, S/N";"48860";"ZALLA";"BIZKAIA";"ESPAÑA";"SI";"NO";""
"05487";"TRASLAVIÑA";"43.23329  ";"-3.198304 ";"Barrio  de Traslaviña-Herbosa (Artzentales)";"48879";"ARTZENTALES";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05489";"ARTZENTALES";"43.2355083";"-3.2133583";"C/ Estación Ferrocarril, S/N";"48879";"ERRIBERAGOITIA/RIBERA ALTA";"BIZKAIA";"ESPAÑA";"SI";"SI";""
"05493";"VILLAVERDE DE TRUCIOS";"43.2412800";"-3.2505400";"Laureta Auzoa, 29";"48879";"TRUCIOS-TURTZIOZ";"BIZKAIA";"ESPAÑA";"SI";"SI";""
